idProduct;City;Customer type;Gender;Product line;Date;Payment;Unit price;Quantity;Rating
946;Yangon;Normal;Female;Electronic accessories;05/01/2019;Credit card;93.88;7;7.3
947;Naypyitaw;Member;Male;Electronic accessories;26/03/2019;Credit card;84.25;2;5.3
948;Mandalay;Member;Male;Fashion accessories;03/02/2019;Ewallet;53.78;1;4.7
949;Naypyitaw;Member;Male;Home and lifestyle;06/02/2019;Ewallet;35.81;5;7.9
950;Mandalay;Normal;Female;Food and beverages;24/02/2019;Ewallet;26.43;8;8.9
951;Mandalay;Member;Male;Health and beauty;21/02/2019;Ewallet;39.91;3;9.3
952;Mandalay;Member;Female;Home and lifestyle;09/01/2019;Ewallet;21.9;3;4.7
953;Mandalay;Member;Female;Food and beverages;25/02/2019;Ewallet;62.85;4;8.7
954;Naypyitaw;Member;Female;Food and beverages;13/01/2019;Cash;21.04;4;7.6
955;Mandalay;Member;Male;Home and lifestyle;09/02/2019;Cash;65.91;6;5.7
956;Yangon;Normal;Female;Fashion accessories;06/01/2019;Cash;42.57;7;6.8
957;Naypyitaw;Member;Male;Food and beverages;10/01/2019;Cash;50.49;9;5.4
958;Mandalay;Normal;Male;Electronic accessories;07/02/2019;Cash;46.02;6;7.1
959;Naypyitaw;Normal;Female;Home and lifestyle;09/01/2019;Cash;15.8;10;7.8
960;Yangon;Member;Female;Food and beverages;19/02/2019;Cash;98.66;9;8.4
961;Naypyitaw;Member;Male;Fashion accessories;18/03/2019;Cash;91.98;1;9.8
962;Yangon;Member;Male;Electronic accessories;05/02/2019;Cash;20.89;2;9.8
963;Yangon;Normal;Female;Fashion accessories;19/03/2019;Credit card;15.5;1;7.4
964;Naypyitaw;Member;Male;Electronic accessories;30/03/2019;Cash;96.82;3;6.7
965;Mandalay;Normal;Male;Food and beverages;26/01/2019;Credit card;33.33;2;6.4
966;Mandalay;Normal;Female;Electronic accessories;02/03/2019;Credit card;38.27;2;5.8
967;Yangon;Normal;Female;Home and lifestyle;04/03/2019;Ewallet;33.3;9;7.2
968;Yangon;Member;Male;Home and lifestyle;13/01/2019;Credit card;81.01;3;9.3
969;Yangon;Normal;Female;Health and beauty;25/03/2019;Cash;15.8;3;9.5
970;Mandalay;Member;Female;Electronic accessories;11/03/2019;Credit card;34.49;5;9
971;Mandalay;Member;Female;Food and beverages;01/01/2019;Credit card;84.63;10;9
972;Mandalay;Member;Male;Home and lifestyle;10/02/2019;Ewallet;36.91;7;6.7
973;Mandalay;Normal;Male;Electronic accessories;26/01/2019;Cash;87.08;7;5.5
974;Yangon;Normal;Male;Home and lifestyle;11/02/2019;Cash;80.08;3;5.4
975;Naypyitaw;Normal;Male;Fashion accessories;07/02/2019;Cash;86.13;2;8.2
976;Mandalay;Member;Male;Fashion accessories;06/03/2019;Credit card;49.92;2;7
977;Yangon;Normal;Female;Food and beverages;04/03/2019;Cash;74.66;4;8.5
978;Mandalay;Member;Male;Food and beverages;26/02/2019;Ewallet;26.6;6;4.9
979;Mandalay;Normal;Female;Electronic accessories;10/03/2019;Credit card;25.45;1;5.1
980;Mandalay;Normal;Female;Food and beverages;04/02/2019;Credit card;67.77;1;6.5
981;Naypyitaw;Member;Male;Food and beverages;19/01/2019;Cash;59.59;4;9.8
982;Yangon;Normal;Male;Health and beauty;23/01/2019;Cash;58.15;4;8.4
983;Yangon;Member;Female;Sports and travel;14/03/2019;Ewallet;97.48;9;7.4
984;Naypyitaw;Normal;Male;Health and beauty;23/01/2019;Cash;99.96;7;6.1
985;Naypyitaw;Normal;Male;Electronic accessories;09/01/2019;Cash;96.37;7;6
986;Mandalay;Normal;Female;Fashion accessories;07/02/2019;Ewallet;63.71;5;8.5
987;Mandalay;Normal;Female;Health and beauty;18/02/2019;Ewallet;14.76;2;4.3
988;Mandalay;Member;Male;Health and beauty;03/01/2019;Credit card;62;8;6.2
989;Naypyitaw;Member;Male;Electronic accessories;29/03/2019;Ewallet;82.34;10;4.3
990;Mandalay;Member;Male;Health and beauty;28/01/2019;Credit card;75.37;8;8.4
991;Yangon;Normal;Female;Food and beverages;22/03/2019;Credit card;56.56;5;4.5
992;Mandalay;Normal;Female;Sports and travel;24/01/2019;Ewallet;76.6;10;6
993;Yangon;Normal;Male;Electronic accessories;10/03/2019;Ewallet;58.03;2;8.8
994;Mandalay;Normal;Male;Fashion accessories;22/02/2019;Ewallet;17.49;10;6.6
995;Naypyitaw;Member;Female;Electronic accessories;18/02/2019;Ewallet;60.95;1;5.9
996;Naypyitaw;Normal;Male;Health and beauty;29/01/2019;Ewallet;40.35;1;6.2
997;Mandalay;Normal;Female;Home and lifestyle;02/03/2019;Ewallet;97.38;10;4.4
998;Yangon;Member;Male;Food and beverages;09/02/2019;Cash;31.84;1;7.7
999;Yangon;Normal;Male;Home and lifestyle;22/02/2019;Cash;65.82;1;4.1
1000;Yangon;Member;Female;Fashion accessories;18/02/2019;Cash;88.34;7;6.6
